RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
39,118785,2024-02-14 03:41:47.2903411,12,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,RegistryEvent (Object create and delete),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 1116, ProcessGUID: 817bddf3-311f-65cc-0a01-000000001900",RuleName: -,Image: C:\Windows\Explorer.EXE,EventType: CreateKey,TargetObject: HKU\S-1-5-21-3393683511-3463148672-371912004-1001\Software\Microsoft\Internet Explorer\Toolbar,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""EventType"",""#text"":""CreateKey""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:47.263""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-311f-65cc-0a01-000000001900""},{""@Name"":""ProcessId"",""#text"":""1116""},{""@Name"":""Image"",""#text"":""C:\\Windows\\Explorer.EXE""},{""@Name"":""TargetObject"",""#text"":""HKU\\S-1-5-21-3393683511-3463148672-371912004-1001\\Software\\Microsoft\\Internet Explorer\\Toolbar""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
40,118786,2024-02-14 03:41:47.2903883,12,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,RegistryEvent (Object create and delete),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 1116, ProcessGUID: 817bddf3-311f-65cc-0a01-000000001900",RuleName: -,Image: C:\Windows\Explorer.EXE,EventType: CreateKey,TargetObject: HKU\S-1-5-21-3393683511-3463148672-371912004-1001\Software\Microsoft\Internet Explorer\Toolbar,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""EventType"",""#text"":""CreateKey""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:47.263""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-311f-65cc-0a01-000000001900""},{""@Name"":""ProcessId"",""#text"":""1116""},{""@Name"":""Image"",""#text"":""C:\\Windows\\Explorer.EXE""},{""@Name"":""TargetObject"",""#text"":""HKU\\S-1-5-21-3393683511-3463148672-371912004-1001\\Software\\Microsoft\\Internet Explorer\\Toolbar""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
41,118787,2024-02-14 03:41:47.3343212,12,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,RegistryEvent (Object create and delete),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 1116, ProcessGUID: 817bddf3-311f-65cc-0a01-000000001900",RuleName: -,Image: C:\Windows\Explorer.EXE,EventType: CreateKey,TargetObject: HKU\S-1-5-21-3393683511-3463148672-371912004-1001\Software\Microsoft\Internet Explorer\Toolbar,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""EventType"",""#text"":""CreateKey""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:47.326""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-311f-65cc-0a01-000000001900""},{""@Name"":""ProcessId"",""#text"":""1116""},{""@Name"":""Image"",""#text"":""C:\\Windows\\Explorer.EXE""},{""@Name"":""TargetObject"",""#text"":""HKU\\S-1-5-21-3393683511-3463148672-371912004-1001\\Software\\Microsoft\\Internet Explorer\\Toolbar""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
42,118788,2024-02-14 03:41:55.6712955,7,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,Image loaded,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 9180, ProcessGUID: 817bddf3-3683-65cc-2c02-000000001900",RuleName: -,"SHA1=AF3207E6B945D133673F2367EA624EFDF2634DFA,MD5=C7E285D2CFAC29BD40EF5AC97FF6CBF3,SHA256=216BBE439DA6D654245D6676B49EA7ACF059EA82D9CB70C2FF97D0BD9392925B,IMPHASH=0254C7BEEF83C9724B95A1B2D6395973",Signed: true,Image: C:\Windows\System32\smartscreen.exe,,C:\Windows\System32\urlmon.dll,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:55.670""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3683-65cc-2c02-000000001900""},{""@Name"":""ProcessId"",""#text"":""9180""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\smartscreen.exe""},{""@Name"":""ImageLoaded"",""#text"":""C:\\Windows\\System32\\urlmon.dll""},{""@Name"":""FileVersion"",""#text"":""11.00.19041.3758 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""OLE32 Extensions for Win32""},{""@Name"":""Product"",""#text"":""Internet Explorer""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""UrlMon.dll""},{""@Name"":""Hashes"",""#text"":""SHA1=AF3207E6B945D133673F2367EA624EFDF2634DFA,MD5=C7E285D2CFAC29BD40EF5AC97FF6CBF3,SHA256=216BBE439DA6D654245D6676B49EA7ACF059EA82D9CB70C2FF97D0BD9392925B,IMPHASH=0254C7BEEF83C9724B95A1B2D6395973""},{""@Name"":""Signed"",""#text"":""true""},{""@Name"":""Signature"",""#text"":""Microsoft Windows""},{""@Name"":""SignatureStatus"",""#text"":""Valid""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
43,118789,2024-02-14 03:41:55.7781710,12,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,RegistryEvent (Object create and delete),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 9180, ProcessGUID: 817bddf3-3683-65cc-2c02-000000001900","RuleName: technique_id=T1553.004,technique_name=Install Root Certificate",Image: C:\Windows\System32\smartscreen.exe,EventType: CreateKey,TargetObject: HKU\S-1-5-21-3393683511-3463148672-371912004-1001\Software\Microsoft\SystemCertificates\CA\Certificates,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1553.004,technique_name=Install Root Certificate""},{""@Name"":""EventType"",""#text"":""CreateKey""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:55.764""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3683-65cc-2c02-000000001900""},{""@Name"":""ProcessId"",""#text"":""9180""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\smartscreen.exe""},{""@Name"":""TargetObject"",""#text"":""HKU\\S-1-5-21-3393683511-3463148672-371912004-1001\\Software\\Microsoft\\SystemCertificates\\CA\\Certificates""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
44,118790,2024-02-14 03:41:55.7809530,12,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,RegistryEvent (Object create and delete),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 9180, ProcessGUID: 817bddf3-3683-65cc-2c02-000000001900","RuleName: technique_id=T1553.004,technique_name=Install Root Certificate",Image: C:\Windows\System32\smartscreen.exe,EventType: CreateKey,TargetObject: HKU\S-1-5-21-3393683511-3463148672-371912004-1001\Software\Microsoft\SystemCertificates\Root\Certificates,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1553.004,technique_name=Install Root Certificate""},{""@Name"":""EventType"",""#text"":""CreateKey""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:55.779""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3683-65cc-2c02-000000001900""},{""@Name"":""ProcessId"",""#text"":""9180""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\smartscreen.exe""},{""@Name"":""TargetObject"",""#text"":""HKU\\S-1-5-21-3393683511-3463148672-371912004-1001\\Software\\Microsoft\\SystemCertificates\\Root\\Certificates""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
45,118791,2024-02-14 03:41:55.9651237,12,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,RegistryEvent (Object create and delete),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 9180, ProcessGUID: 817bddf3-3683-65cc-2c02-000000001900","RuleName: technique_id=T1003,technique_name=Credential Dumping",Image: C:\Windows\System32\smartscreen.exe,EventType: CreateKey,TargetObject: HKLM\System\CurrentControlSet\Control\SecurityProviders\SCHANNEL,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1003,technique_name=Credential Dumping""},{""@Name"":""EventType"",""#text"":""CreateKey""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:55.951""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3683-65cc-2c02-000000001900""},{""@Name"":""ProcessId"",""#text"":""9180""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\smartscreen.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\System\\CurrentControlSet\\Control\\SecurityProviders\\SCHANNEL""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
46,118792,2024-02-14 03:41:56.4748897,26,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,FileDeleteDetected (A file delete was detected),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 1116, ProcessGUID: 817bddf3-311f-65cc-0a01-000000001900",RuleName: -,"SHA1=2CFE549E8DEB113DFAD2E7702637C1772ACFDBE6,MD5=41F87E73FBAEA5D3B335EBC3B3B70FAE,SHA256=5607425CF7DCB090216F4531D099FD780193899383CBB3441017E3615E03068B,IMPHASH=00000000000000000000000000000000",TargetFilename: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe:Zone.Identifier,IsExecutable: False,"Archived: ",C:\Windows\Explorer.EXE,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:56.467""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-311f-65cc-0a01-000000001900""},{""@Name"":""ProcessId"",""#text"":""1116""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""},{""@Name"":""Image"",""#text"":""C:\\Windows\\Explorer.EXE""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe:Zone.Identifier""},{""@Name"":""Hashes"",""#text"":""SHA1=2CFE549E8DEB113DFAD2E7702637C1772ACFDBE6,MD5=41F87E73FBAEA5D3B335EBC3B3B70FAE,SHA256=5607425CF7DCB090216F4531D099FD780193899383CBB3441017E3615E03068B,IMPHASH=00000000000000000000000000000000""},{""@Name"":""IsExecutable"",""#text"":""False""}]}}"
47,118793,2024-02-14 03:41:56.5596188,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,Process creation,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1204,technique_name=User Execution","SHA1=18A24AA0AC052D31FC5B56F5C0187041174FFC61,MD5=32F35B78A3DC5949CE3C99F2981DEF6B,SHA256=0CB44C4F8273750FA40497FCA81E850F73927E70B13C8F80CDCFEE9D1478E6F3,IMPHASH=36ACA8EDDDB161C588FCF5AFDC1AD9FA",ParentProcess: C:\Windows\explorer.exe,"ParentProcessID: 1116, ParentProcessGUID: 817bddf3-311f-65cc-0a01-000000001900",ParentCommandLine: C:\Windows\Explorer.EXE,"""C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe"" ",False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1204,technique_name=User Execution""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:56.538""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""FileVersion"",""#text"":""1.1.2""},{""@Name"":""Description"",""#text"":""Photo and vn Installer""},{""@Name"":""Product"",""#text"":""Photo and vn""},{""@Name"":""Company"",""#text"":""Photo and Fax Vn""},{""@Name"":""OriginalFileName"",""#text"":""Fattura 2 2024.exe""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe\"" ""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""},{""@Name"":""LogonGuid"",""#text"":""817bddf3-311e-65cc-a7ae-1b0000000000""},{""@Name"":""LogonId"",""#text"":""0x1BAEA7""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""Medium""},{""@Name"":""Hashes"",""#text"":""SHA1=18A24AA0AC052D31FC5B56F5C0187041174FFC61,MD5=32F35B78A3DC5949CE3C99F2981DEF6B,SHA256=0CB44C4F8273750FA40497FCA81E850F73927E70B13C8F80CDCFEE9D1478E6F3,IMPHASH=36ACA8EDDDB161C588FCF5AFDC1AD9FA""},{""@Name"":""ParentProcessGuid"",""#text"":""817bddf3-311f-65cc-0a01-000000001900""},{""@Name"":""ParentProcessId"",""#text"":""1116""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\explorer.exe""},{""@Name"":""ParentCommandLine"",""#text"":""C:\\Windows\\Explorer.EXE""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
48,118794,2024-02-14 03:41:56.5740207,7,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4432,DESKTOP-887GK2L,0,S-1-5-18,Image loaded,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1574.002,technique_name=DLL Side-Loading","SHA1=18A24AA0AC052D31FC5B56F5C0187041174FFC61,MD5=32F35B78A3DC5949CE3C99F2981DEF6B,SHA256=0CB44C4F8273750FA40497FCA81E850F73927E70B13C8F80CDCFEE9D1478E6F3,IMPHASH=36ACA8EDDDB161C588FCF5AFDC1AD9FA",Signed: false,Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,,C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1574.002,technique_name=DLL Side-Loading""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:56.561""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""ImageLoaded"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""FileVersion"",""#text"":""1.1.2""},{""@Name"":""Description"",""#text"":""Photo and vn Installer""},{""@Name"":""Product"",""#text"":""Photo and vn""},{""@Name"":""Company"",""#text"":""Photo and Fax Vn""},{""@Name"":""OriginalFileName"",""#text"":""Fattura 2 2024.exe""},{""@Name"":""Hashes"",""#text"":""SHA1=18A24AA0AC052D31FC5B56F5C0187041174FFC61,MD5=32F35B78A3DC5949CE3C99F2981DEF6B,SHA256=0CB44C4F8273750FA40497FCA81E850F73927E70B13C8F80CDCFEE9D1478E6F3,IMPHASH=36ACA8EDDDB161C588FCF5AFDC1AD9FA""},{""@Name"":""Signed"",""#text"":""false""},{""@Name"":""Signature"",""#text"":""-""},{""@Name"":""SignatureStatus"",""#text"":""Unavailable""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
49,118795,2024-02-14 03:41:56.8064562,7,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4432,DESKTOP-887GK2L,0,S-1-5-18,Image loaded,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900",RuleName: -,"SHA1=0E91C2EDEC250F29813F4E81FC848F66E02E84F2,MD5=ACF495DB93EF4C7F525816BC1CDB42DD,SHA256=DAD6A99F9F001DD0F1F504B86488E26F1645436B1225CF599FDB79C90D5D216D,IMPHASH=17439EF9503E6884EC31EDA426543B10",Signed: true,Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,,C:\Windows\SysWOW64\urlmon.dll,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:56.748""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""ImageLoaded"",""#text"":""C:\\Windows\\SysWOW64\\urlmon.dll""},{""@Name"":""FileVersion"",""#text"":""11.00.19041.3758 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""OLE32 Extensions for Win32""},{""@Name"":""Product"",""#text"":""Internet Explorer""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""UrlMon.dll""},{""@Name"":""Hashes"",""#text"":""SHA1=0E91C2EDEC250F29813F4E81FC848F66E02E84F2,MD5=ACF495DB93EF4C7F525816BC1CDB42DD,SHA256=DAD6A99F9F001DD0F1F504B86488E26F1645436B1225CF599FDB79C90D5D216D,IMPHASH=17439EF9503E6884EC31EDA426543B10""},{""@Name"":""Signed"",""#text"":""true""},{""@Name"":""Signature"",""#text"":""Microsoft Windows""},{""@Name"":""SignatureStatus"",""#text"":""Valid""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
50,118796,2024-02-14 03:41:57.5590448,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,A process changed a file creation time,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1070.006,technique_name=Timestomp",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\main1.msi,CreationTimeUTC: 2024-01-14 08:14:23.713,PreviousCreationTimeUTC: 2024-02-14 03:41:57.545,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1070.006,technique_name=Timestomp""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:57.545""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\main1.msi""},{""@Name"":""CreationUtcTime"",""#text"":""2024-01-14 08:14:23.713""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2024-02-14 03:41:57.545""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
51,118797,2024-02-14 03:41:57.5599180,17,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,PipeEvent (Pipe Created),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900",PipeName: \ToServerAdvinst_Extract_C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,,,Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""EventType"",""#text"":""CreatePipe""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:57.545""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""PipeName"",""#text"":""\\ToServerAdvinst_Extract_C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
52,118798,2024-02-14 03:41:57.5831848,12,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,RegistryEvent (Object create and delete),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1553.004,technique_name=Install Root Certificate",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,EventType: CreateKey,TargetObject: HKU\S-1-5-21-3393683511-3463148672-371912004-1001\Software\Microsoft\SystemCertificates\CA\Certificates,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1553.004,technique_name=Install Root Certificate""},{""@Name"":""EventType"",""#text"":""CreateKey""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:57.576""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetObject"",""#text"":""HKU\\S-1-5-21-3393683511-3463148672-371912004-1001\\Software\\Microsoft\\SystemCertificates\\CA\\Certificates""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
53,118799,2024-02-14 03:41:57.5871263,12,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,0,S-1-5-18,RegistryEvent (Object create and delete),DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1553.004,technique_name=Install Root Certificate",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,EventType: CreateKey,TargetObject: HKU\S-1-5-21-3393683511-3463148672-371912004-1001\Software\Microsoft\SystemCertificates\Root\Certificates,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1553.004,technique_name=Install Root Certificate""},{""@Name"":""EventType"",""#text"":""CreateKey""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:57.576""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetObject"",""#text"":""HKU\\S-1-5-21-3393683511-3463148672-371912004-1001\\Software\\Microsoft\\SystemCertificates\\Root\\Certificates""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
